Loading (p.u.),Name,Bus1,Bus2,
1.036715189449136,Line.padswitch(r:p3udt21616-p3udt647)p3u_172450,p3udt21616.1.2.3,p3udt21616-p3udt647x.1.2.3,
1.0367151911406554,Line.l(r:p3udt21616-p3udt647),p3udt21616-p3udt647x.1.2.3,p3udt21616-p3udt647xx.1.2.3,
1.0367479108599884,Line.padswitch(r:p3udt21616-p3udt647)p3u_172451,p3udt21616-p3udt647xx.1.2.3,p3udt647.1.2.3,
1.036816885811051,Line.padswitch(r:p3udt8691-p3udt9811)p3u_185259,p3udt8691.1.2.3,p3udt8691-p3udt9811x.1.2.3,
1.036816888534111,Line.l(r:p3udt8691-p3udt9811),p3udt8691-p3udt9811x.1.2.3,p3udt8691-p3udt9811xx.1.2.3,
1.0368576059452839,Line.padswitch(r:p3udt8691-p3udt9811)p3u_185260,p3udt8691-p3udt9811xx.1.2.3,p3udt9811.1.2.3,
1.0368576086543664,Line.padswitch(r:p3udt2200-p3udt9811)p3u_185257,p3udt9811.1.2.3,p3udt2200-p3udt9811xx.1.2.3,
1.036857611367024,Line.l(r:p3udt2200-p3udt9811),p3udt2200-p3udt9811xx.1.2.3,p3udt2200-p3udt9811x.1.2.3,
1.0368747702194836,Line.padswitch(r:p3udt2200-p3udt9811)p3u_185258,p3udt2200-p3udt9811x.1.2.3,p3udt2200.1.2.3,
1.0370115013964563,Line.l(r:p2udm6432-p2udt1772lv),p2udt1772lv.1.2,p2udm6432.1.2,
1.0371432544144896,Line.l(r:p1udm39992-p1udt12302lv),p1udt12302lv.1.2,p1udm39992.1.2,
1.0372440631144717,Line.padswitch(r:p5udt4153-p5udt5697)p5u_119964,p5udt5697.1.2.3,p5udt4153-p5udt5697xx.1.2.3,
1.0372440639216485,Line.l(r:p5udt4153-p5udt5697),p5udt4153-p5udt5697xx.1.2.3,p5udt4153-p5udt5697x.1.2.3,
1.0373679046165007,Line.padswitch(r:p3udt24248-p3udt3161)p3u_200173,p3udt24248.1.2.3,p3udt24248-p3udt3161x.1.2.3,
1.0373679072681552,Line.l(r:p3udt24248-p3udt3161),p3udt24248-p3udt3161x.1.2.3,p3udt24248-p3udt3161xx.1.2.3,
1.0373927690027591,Line.padswitch(r:p3udt24248-p3udt3161)p3u_200174,p3udt24248-p3udt3161xx.1.2.3,p3udt3161.1.2.3,
1.0375215418831585,Line.l(r:p3udt25232-p3uhs19_1247),p3udt25232-p3uhs19_1247x.1.2.3,p3udt25232.1.2.3,
1.0383705294738519,Line.padswitch(r:p2udt8502-p2udt941)p2u_41092,p2udt8502-p2udt941x.1.2.3,p2udt8502.1.2.3,
1.0383705332810171,Line.padswitch(r:p2udt4890-p2udt8502)p2u_41089,p2udt8502.1.2.3,p2udt4890-p2udt8502xx.1.2.3,
1.0383887940290382,Line.padswitch(r:p2udt4890-p2udt5970)p2u_41087,p2udt4890.1.2.3,p2udt4890-p2udt5970x.1.2.3,
1.0385848753931675,Line.padswitch(r:p1udt14229-p1udt1558)p1u_233633,p1udt1558.1.2.3,p1udt14229-p1udt1558xx.1.2.3,
1.038584878268431,Line.l(r:p1udt14229-p1udt1558),p1udt14229-p1udt1558xx.1.2.3,p1udt14229-p1udt1558x.1.2.3,
1.0385987228144204,Line.padswitch(r:p1udt14229-p1udt1558)p1u_233634,p1udt14229-p1udt1558x.1.2.3,p1udt14229.1.2.3,
1.0385987256879128,Line.padswitch(r:p1udt14229-p1udt311)p1u_233631,p1udt14229.1.2.3,p1udt14229-p1udt311x.1.2.3,
1.0385987285600204,Line.l(r:p1udt14229-p1udt311),p1udt14229-p1udt311x.1.2.3,p1udt14229-p1udt311xx.1.2.3,
1.0386125588559951,Line.padswitch(r:p1udt14229-p1udt311)p1u_233632,p1udt14229-p1udt311xx.1.2.3,p1udt311.1.2.3,
1.0386125645952944,Line.l(r:p1udt16009-p1udt311),p1udt16009-p1udt311xx.1.2.3,p1udt16009-p1udt311x.1.2.3,
1.0386263757147984,Line.padswitch(r:p1udt16009-p1udt311)p1u_233630,p1udt16009-p1udt311x.1.2.3,p1udt16009.1.2.3,
1.0388696113854565,Line.l(r:p3udt26126-p3uhs26_1247),p3udt26126-p3uhs26_1247x.1.2.3,p3udt26126.1.2.3,
1.0393225086224316,Line.padswitch(r:p1udt19573-p1udt9729)p1u_256036,p1udt19573.1.2.3,p1udt19573-p1udt9729x.1.2.3,
1.0393225112081057,Line.l(r:p1udt19573-p1udt9729),p1udt19573-p1udt9729x.1.2.3,p1udt19573-p1udt9729xx.1.2.3,
1.0393465601327474,Line.padswitch(r:p1udt19573-p1udt9729)p1u_256037,p1udt19573-p1udt9729xx.1.2.3,p1udt9729.1.2.3,
1.0393465627121685,Line.padswitch(r:p1udt8968-p1udt9729)p1u_256034,p1udt9729.1.2.3,p1udt8968-p1udt9729xx.1.2.3,
1.0393465652852292,Line.l(r:p1udt8968-p1udt9729),p1udt8968-p1udt9729xx.1.2.3,p1udt8968-p1udt9729x.1.2.3,
1.0393587443082024,Line.padswitch(r:p1udt8968-p1udt9729)p1u_256035,p1udt8968-p1udt9729x.1.2.3,p1udt8968.1.2.3,
1.0393587468909873,Line.padswitch(r:p1udt16572-p1udt8968)p1u_256032,p1udt8968.1.2.3,p1udt16572-p1udt8968xx.1.2.3,
1.0393587494659926,Line.l(r:p1udt16572-p1udt8968),p1udt16572-p1udt8968xx.1.2.3,p1udt16572-p1udt8968x.1.2.3,
1.03937035967867,Line.padswitch(r:p1udt16572-p1udt8968)p1u_256033,p1udt16572-p1udt8968x.1.2.3,p1udt16572.1.2.3,
1.039370362246961,Line.padswitch(r:p1udt15614-p1udt16572)p1u_256030,p1udt16572.1.2.3,p1udt15614-p1udt16572xx.1.2.3,
1.0393703648186383,Line.l(r:p1udt15614-p1udt16572),p1udt15614-p1udt16572xx.1.2.3,p1udt15614-p1udt16572x.1.2.3,
1.0393853739041152,Line.padswitch(r:p1udt15614-p1udt16572)p1u_256031,p1udt15614-p1udt16572x.1.2.3,p1udt15614.1.2.3,
1.0396786871428194,Line.padswitch(r:p5udt12175-p5udt8211)p5u_133163,p5udt12175-p5udt8211x.1.2.3,p5udt12175.1.2.3,
1.0396786937886866,Line.padswitch(r:p5udt12175-p5udt31078)p5u_133160,p5udt12175.1.2.3,p5udt12175-p5udt31078x.1.2.3,
1.0400504791826457,Line.breaker(r:p1uhs14_69-p1uhs17_69)p1u_265756,p1uhs14_69-p1uhs17_69xx.1.2.3,p1uhs17_69.1.2.3,
1.0401130722869434,Line.l(r:p3udt17626-p3udt9794),p3udt17626.1.2.3,p3udt9794.1.2.3,
1.0401146690877123,Line.l(r:p3udt18964-p3udt9794),p3udt9794.1.2.3,p3udt18964.1.2.3,
1.040115405752868,Line.l(r:p3udt18964-p3udt3624),p3udt18964.1.2.3,p3udt3624.1.2.3,
1.0406132002917434,Line.padswitch(r:p1udt14195-p1udt8760)p1u_249233,p1udt14195.1.2.3,p1udt14195-p1udt8760x.1.2.3,
1.0406685600250285,Line.padswitch(r:p1udt17355-p1udt8760)p1u_249232,p1udt17355-p1udt8760x.1.2.3,p1udt17355.1.2.3,
1.040685092529513,Line.l(r:p3udt24081-p3udt6716),p3udt24081-p3udt6716x.1.2.3,p3udt24081-p3udt6716xx.1.2.3,
1.0406869062322024,Line.padswitch(r:p1udt17355-p1udt23703)p1u_249230,p1udt17355-p1udt23703xx.1.2.3,p1udt23703.1.2.3,
1.040686910285789,Line.padswitch(r:p1udt23703-p1udt2626)p1u_249227,p1udt23703.1.2.3,p1udt23703-p1udt2626x.1.2.3,
1.0407016729452658,Line.padswitch(r:p3udt6716-p3udt9611)p3u_190347,p3udt6716.1.2.3,p3udt6716-p3udt9611x.1.2.3,
1.0407016759082344,Line.l(r:p3udt6716-p3udt9611),p3udt6716-p3udt9611x.1.2.3,p3udt6716-p3udt9611xx.1.2.3,
1.040706400879279,Line.padswitch(r:p3udt7905-p3udt9611)p3u_190345,p3udt9611.1.2.3,p3udt7905-p3udt9611xx.1.2.3,
1.040706403839054,Line.l(r:p3udt7905-p3udt9611),p3udt7905-p3udt9611xx.1.2.3,p3udt7905-p3udt9611x.1.2.3,
1.040734695534338,Line.l(r:p3udt29072-p3udt7905),p3udt29072-p3udt7905xx.1.2.3,p3udt29072-p3udt7905x.1.2.3,
1.0407441198729375,Line.l(r:p3udt20148-p3udt29072),p3udt20148-p3udt29072xx.1.2.3,p3udt20148-p3udt29072x.1.2.3,
1.0407577410787872,Line.padswitch(r:p3udt20148-p3udt30287)p3u_190339,p3udt20148.1.2.3,p3udt20148-p3udt30287x.1.2.3,
1.040757744031753,Line.l(r:p3udt20148-p3udt30287),p3udt20148-p3udt30287x.1.2.3,p3udt20148-p3udt30287xx.1.2.3,
1.0409286133824396,Line.padswitch(r:p5udt20473-p5udt25107)p5u_134167,p5udt25107.1.2.3,p5udt20473-p5udt25107xx.1.2.3,
1.0409286156059772,Line.l(r:p5udt20473-p5udt25107),p5udt20473-p5udt25107xx.1.2.3,p5udt20473-p5udt25107x.1.2.3,
1.0409485259576399,Line.padswitch(r:p5udt20473-p5udt25107)p5u_134168,p5udt20473-p5udt25107x.1.2.3,p5udt20473.1.2.3,
1.0409485281772166,Line.padswitch(r:p5udt20473-p5udt26699)p5u_134165,p5udt20473.1.2.3,p5udt20473-p5udt26699x.1.2.3,
1.0409485303931443,Line.l(r:p5udt20473-p5udt26699),p5udt20473-p5udt26699x.1.2.3,p5udt20473-p5udt26699xx.1.2.3,
1.0409733702674002,Line.padswitch(r:p5udt20473-p5udt26699)p5u_134166,p5udt20473-p5udt26699xx.1.2.3,p5udt26699.1.2.3,
1.0409733724752928,Line.padswitch(r:p5udt11741-p5udt26699)p5u_134163,p5udt26699.1.2.3,p5udt11741-p5udt26699xx.1.2.3,
1.040973374691497,Line.l(r:p5udt11741-p5udt26699),p5udt11741-p5udt26699xx.1.2.3,p5udt11741-p5udt26699x.1.2.3,
1.0409882534714623,Line.padswitch(r:p5udt11741-p5udt26699)p5u_134164,p5udt11741-p5udt26699x.1.2.3,p5udt11741.1.2.3,
1.0409882556813437,Line.padswitch(r:p5udt11741-p5udt27416)p5u_134161,p5udt11741.1.2.3,p5udt11741-p5udt27416x.1.2.3,
1.0409882578906364,Line.l(r:p5udt11741-p5udt27416),p5udt11741-p5udt27416x.1.2.3,p5udt11741-p5udt27416xx.1.2.3,
1.0410031107577595,Line.padswitch(r:p5udt11741-p5udt27416)p5u_134162,p5udt11741-p5udt27416xx.1.2.3,p5udt27416.1.2.3,
1.0410031129604869,Line.padswitch(r:p5udt27416-p5udt9310)p5u_134159,p5udt27416.1.2.3,p5udt27416-p5udt9310x.1.2.3,
1.04100311516427,Line.l(r:p5udt27416-p5udt9310),p5udt27416-p5udt9310x.1.2.3,p5udt27416-p5udt9310xx.1.2.3,
1.0410449132099484,Line.padswitch(r:p5udt27416-p5udt9310)p5u_134160,p5udt27416-p5udt9310xx.1.2.3,p5udt9310.1.2.3,
1.0410449176016836,Line.l(r:p5udt27059-p5udt9310),p5udt27059-p5udt9310xx.1.2.3,p5udt27059-p5udt9310x.1.2.3,
1.0410699449888507,Line.l(r:p5udt17696-p5udt27059),p5udt17696-p5udt27059xx.1.2.3,p5udt17696-p5udt27059x.1.2.3,
1.041102317841573,Line.padswitch(r:p5udt17696-p5udt27059)p5u_134146,p5udt17696-p5udt27059x.1.2.3,p5udt17696.1.2.3,
1.0417450865727258,Line.padswitch(r:p5udt5689-p5udt960)p5u_121597,p5udt5689.1.2.3,p5udt5689-p5udt960x.1.2.3,
1.042298236204991,Line.padswitch(r:p1udt10268-p1udt19478)p1u_260314,p1udt19478.1.2.3,p1udt10268-p1udt19478xx.1.2.3,
1.042298238603617,Line.l(r:p1udt10268-p1udt19478),p1udt10268-p1udt19478xx.1.2.3,p1udt10268-p1udt19478x.1.2.3,
1.0423281204426988,Line.padswitch(r:p1udt10268-p1udt19478)p1u_260315,p1udt10268-p1udt19478x.1.2.3,p1udt10268.1.2.3,
1.0423281228331283,Line.padswitch(r:p1udt10268-p1udt8355)p1u_260312,p1udt10268.1.2.3,p1udt10268-p1udt8355x.1.2.3,
1.0423281252231769,Line.l(r:p1udt10268-p1udt8355),p1udt10268-p1udt8355x.1.2.3,p1udt10268-p1udt8355xx.1.2.3,
1.0423591095539038,Line.padswitch(r:p1udt10268-p1udt8355)p1u_260313,p1udt10268-p1udt8355xx.1.2.3,p1udt8355.1.2.3,
1.0423591119389133,Line.padswitch(r:p1udt16219-p1udt8355)p1u_260310,p1udt8355.1.2.3,p1udt16219-p1udt8355xx.1.2.3,
1.0423591143237863,Line.l(r:p1udt16219-p1udt8355),p1udt16219-p1udt8355xx.1.2.3,p1udt16219-p1udt8355x.1.2.3,
1.042389574585357,Line.padswitch(r:p1udt16219-p1udt8355)p1u_260311,p1udt16219-p1udt8355x.1.2.3,p1udt16219.1.2.3,
1.0423895769666356,Line.padswitch(r:p1udt12343-p1udt16219)p1u_260308,p1udt16219.1.2.3,p1udt12343-p1udt16219xx.1.2.3,
1.0423895793426114,Line.l(r:p1udt12343-p1udt16219),p1udt12343-p1udt16219xx.1.2.3,p1udt12343-p1udt16219x.1.2.3,
1.0424087448067765,Line.padswitch(r:p1udt12343-p1udt16219)p1u_260309,p1udt12343-p1udt16219x.1.2.3,p1udt12343.1.2.3,
1.0426549164683052,Line.l(r:p5udm21912-p5udt8243lv),p5udt8243lv.1.2,p5udm21912.1.2,
1.0432426027843795,Line.padswitch(r:p1udt18644-p1udt7764)p1u_256042,p1udt18644.1.2.3,p1udt18644-p1udt7764x.1.2.3,
1.0432426053799149,Line.l(r:p1udt18644-p1udt7764),p1udt18644-p1udt7764x.1.2.3,p1udt18644-p1udt7764xx.1.2.3,
1.04325052120795,Line.padswitch(r:p1udt18644-p1udt7764)p1u_256043,p1udt18644-p1udt7764xx.1.2.3,p1udt7764.1.2.3,
1.0432505238039604,Line.padswitch(r:p1udt7764-p1udt8165)p1u_256040,p1udt7764.1.2.3,p1udt7764-p1udt8165x.1.2.3,
1.0432505264051843,Line.l(r:p1udt7764-p1udt8165),p1udt7764-p1udt8165x.1.2.3,p1udt7764-p1udt8165xx.1.2.3,
1.0432663280228027,Line.padswitch(r:p1udt7764-p1udt8165)p1u_256041,p1udt7764-p1udt8165xx.1.2.3,p1udt8165.1.2.3,
1.0432663332042538,Line.l(r:p1udt19573-p1udt8165),p1udt19573-p1udt8165xx.1.2.3,p1udt19573-p1udt8165x.1.2.3,
1.0432859820288745,Line.padswitch(r:p1udt19573-p1udt8165)p1u_256039,p1udt19573-p1udt8165x.1.2.3,p1udt19573.1.2.3,
1.0433831832753684,Line.padswitch(r:p3udt12704-p3udt16786)p3u_182414,p3udt16786.1.2.3,p3udt12704-p3udt16786xx.1.2.3,
1.0433831852850646,Line.l(r:p3udt12704-p3udt16786),p3udt12704-p3udt16786xx.1.2.3,p3udt12704-p3udt16786x.1.2.3,
1.0434058625484146,Line.padswitch(r:p3udt12704-p3udt16786)p3u_182415,p3udt12704-p3udt16786x.1.2.3,p3udt12704.1.2.3,
1.0434058645547892,Line.padswitch(r:p3udt12704-p3udt5489)p3u_182412,p3udt12704.1.2.3,p3udt12704-p3udt5489x.1.2.3,
1.0434058665619135,Line.l(r:p3udt12704-p3udt5489),p3udt12704-p3udt5489x.1.2.3,p3udt12704-p3udt5489xx.1.2.3,
1.0434194426202057,Line.padswitch(r:p3udt12704-p3udt5489)p3u_182413,p3udt12704-p3udt5489xx.1.2.3,p3udt5489.1.2.3,
1.04341944462256,Line.padswitch(r:p3udt5489-p3udt6797)p3u_182410,p3udt5489.1.2.3,p3udt5489-p3udt6797x.1.2.3,
1.0434194466230737,Line.l(r:p3udt5489-p3udt6797),p3udt5489-p3udt6797x.1.2.3,p3udt5489-p3udt6797xx.1.2.3,
1.0434375149301034,Line.padswitch(r:p3udt5489-p3udt6797)p3u_182411,p3udt5489-p3udt6797xx.1.2.3,p3udt6797.1.2.3,
1.0434375169275154,Line.padswitch(r:p3udt15199-p3udt6797)p3u_182408,p3udt6797.1.2.3,p3udt15199-p3udt6797xx.1.2.3,
1.0434375189280976,Line.l(r:p3udt15199-p3udt6797),p3udt15199-p3udt6797xx.1.2.3,p3udt15199-p3udt6797x.1.2.3,
1.0434555508230645,Line.padswitch(r:p3udt15199-p3udt6797)p3u_182409,p3udt15199-p3udt6797x.1.2.3,p3udt15199.1.2.3,
1.0434555548133508,Line.l(r:p3udt15199-p3udt24816),p3udt15199-p3udt24816x.1.2.3,p3udt15199-p3udt24816xx.1.2.3,
1.0434876547763483,Line.padswitch(r:p3udt15199-p3udt24816)p3u_182407,p3udt15199-p3udt24816xx.1.2.3,p3udt24816.1.2.3,
1.0434876567679103,Line.padswitch(r:p3udt21333-p3udt24816)p3u_182404,p3udt24816.1.2.3,p3udt21333-p3udt24816xx.1.2.3,
1.0434876587496809,Line.l(r:p3udt21333-p3udt24816),p3udt21333-p3udt24816xx.1.2.3,p3udt21333-p3udt24816x.1.2.3,
1.0435059715806758,Line.padswitch(r:p5udt21106-p5udt32741)p5u_138303,p5udt21106.1.2.3,p5udt21106-p5udt32741x.1.2.3,
1.0435175292018037,Line.padswitch(r:p3udt21333-p3udt24816)p3u_182405,p3udt21333-p3udt24816x.1.2.3,p3udt21333.1.2.3,
1.0435175311853093,Line.padswitch(r:p3udt21333-p3udt27231)p3u_182402,p3udt21333.1.2.3,p3udt21333-p3udt27231x.1.2.3,
1.0435175331657658,Line.l(r:p3udt21333-p3udt27231),p3udt21333-p3udt27231x.1.2.3,p3udt21333-p3udt27231xx.1.2.3,
1.0435310921176897,Line.padswitch(r:p3udt21333-p3udt27231)p3u_182403,p3udt21333-p3udt27231xx.1.2.3,p3udt27231.1.2.3,
1.0435310940901945,Line.padswitch(r:p3udt10688-p3udt27231)p3u_182400,p3udt27231.1.2.3,p3udt10688-p3udt27231xx.1.2.3,
1.043531096064044,Line.l(r:p3udt10688-p3udt27231),p3udt10688-p3udt27231xx.1.2.3,p3udt10688-p3udt27231x.1.2.3,
1.0435491380041653,Line.padswitch(r:p3udt10688-p3udt27231)p3u_182401,p3udt10688-p3udt27231x.1.2.3,p3udt10688.1.2.3,
1.0435491399769206,Line.padswitch(r:p3udt10688-p3udt24345)p3u_182398,p3udt10688.1.2.3,p3udt10688-p3udt24345x.1.2.3,
1.043549141948948,Line.l(r:p3udt10688-p3udt24345),p3udt10688-p3udt24345x.1.2.3,p3udt10688-p3udt24345xx.1.2.3,
1.0435885474385733,Line.l(r:p3udt24345-p3udt2723),p3udt24345-p3udt2723x.1.2.3,p3udt24345-p3udt2723xx.1.2.3,
1.0436080213063492,Line.padswitch(r:p3udt24345-p3udt2723)p3u_182391,p3udt24345-p3udt2723xx.1.2.3,p3udt2723.1.2.3,
1.0436080252186253,Line.l(r:p3udt23402-p3udt2723),p3udt23402-p3udt2723xx.1.2.3,p3udt23402-p3udt2723x.1.2.3,
1.0437446973743836,Line.padswitch(r:p3udt24081-p3udt26824)p3u_190351,p3udt26824.1.2.3,p3udt24081-p3udt26824xx.1.2.3,
1.0437447003430995,Line.l(r:p3udt24081-p3udt26824),p3udt24081-p3udt26824xx.1.2.3,p3udt24081-p3udt26824x.1.2.3,
1.0442214285790383,Line.padswitch(r:p1udt15029-p1udt2754)p1u_244000,p1udt15029.1.2.3,p1udt15029-p1udt2754x.1.2.3,
1.0442566401554303,Line.padswitch(r:p1udt13973-p1udt2754)p1u_243998,p1udt2754.1.2.3,p1udt13973-p1udt2754xx.1.2.3,
1.0442995108946729,Line.padswitch(r:p3udt14900-p3udt25919)p3u_169978,p3udt25919.1.2.3,p3udt14900-p3udt25919xx.1.2.3,
1.0442995129068524,Line.l(r:p3udt14900-p3udt25919),p3udt14900-p3udt25919xx.1.2.3,p3udt14900-p3udt25919x.1.2.3,
1.0443294869588833,Line.padswitch(r:p3udt14900-p3udt25919)p3u_169979,p3udt14900-p3udt25919x.1.2.3,p3udt14900.1.2.3,
1.044329488964009,Line.padswitch(r:p3udt14900-p3udt20834)p3u_169976,p3udt14900.1.2.3,p3udt14900-p3udt20834x.1.2.3,
1.0443294909597656,Line.l(r:p3udt14900-p3udt20834),p3udt14900-p3udt20834x.1.2.3,p3udt14900-p3udt20834xx.1.2.3,
1.0443643958612583,Line.padswitch(r:p3udt14900-p3udt20834)p3u_169977,p3udt14900-p3udt20834xx.1.2.3,p3udt20834.1.2.3,
1.0445129671863798,Line.l(r:p3udt15345-p3udt6402),p3udt15345-p3udt6402x.1.2.3,p3udt15345-p3udt6402xx.1.2.3,
1.0446715276177412,Line.padswitch(r:p5udt33683-p5umv78)p5u_119318,p5udt33683.1.2.3,p5udt33683-p5umv78x.1.2.3,
1.0446715298392457,Line.l(r:p5udt33683-p5umv78),p5udt33683-p5umv78x.1.2.3,p5udt33683-p5umv78xx.1.2.3,
1.0448201902027014,Line.l(r:p5udm48265-p5udt16963lv),p5udt16963lv.1.2,p5udm48265.1.2,
1.0449331176095846,Line.l(r:p1udt12640-p1udt2033),p1udt12640-p1udt2033x.1.2.3,p1udt12640-p1udt2033xx.1.2.3,
1.044968914489682,Line.padswitch(r:p1udt12640-p1udt2033)p1u_260323,p1udt12640-p1udt2033xx.1.2.3,p1udt2033.1.2.3,
1.0449689167967233,Line.padswitch(r:p1udt2033-p1udt7967)p1u_260320,p1udt2033.1.2.3,p1udt2033-p1udt7967x.1.2.3,
1.0449689191020368,Line.l(r:p1udt2033-p1udt7967),p1udt2033-p1udt7967x.1.2.3,p1udt2033-p1udt7967xx.1.2.3,
1.045505508825374,Line.breaker(r:p5uts1_69-st_mat)p5u_150999,p5uts1_69-st_matx.1.2.3,p5uts1_69.1.2.3,
1.045728914663724,Line.padswitch(r:p3udt13126-p3udt25279)p3u_182358,p3udt25279.1.2.3,p3udt13126-p3udt25279xx.1.2.3,
1.0457289168525652,Line.l(r:p3udt13126-p3udt25279),p3udt13126-p3udt25279xx.1.2.3,p3udt13126-p3udt25279x.1.2.3,
1.0457358416377383,Line.padswitch(r:p3udt13126-p3udt25279)p3u_182359,p3udt13126-p3udt25279x.1.2.3,p3udt13126.1.2.3,
1.0457358438162594,Line.padswitch(r:p3udt13126-p3udt9123)p3u_182356,p3udt13126.1.2.3,p3udt13126-p3udt9123x.1.2.3,
1.0457358459975379,Line.l(r:p3udt13126-p3udt9123),p3udt13126-p3udt9123x.1.2.3,p3udt13126-p3udt9123xx.1.2.3,
1.045751046195898,Line.padswitch(r:p3udt13126-p3udt9123)p3u_182357,p3udt13126-p3udt9123xx.1.2.3,p3udt9123.1.2.3,
1.0457563971526145,Line.padswitch(r:p5udt33683-p5udt3900)p5u_119320,p5udt3900.1.2.3,p5udt33683-p5udt3900xx.1.2.3,
1.0457563993775532,Line.l(r:p5udt33683-p5udt3900),p5udt33683-p5udt3900xx.1.2.3,p5udt33683-p5udt3900x.1.2.3,
1.0457667438784533,Line.padswitch(r:p5udt33683-p5udt3900)p5u_119321,p5udt33683-p5udt3900x.1.2.3,p5udt33683.1.2.3,
1.0463159803532212,Line.padswitch(r:p2udt2704-p2udt6979)p2u_40866,p2udt6979.1.2.3,p2udt2704-p2udt6979xx.1.2.3,
1.046411989677629,Line.padswitch(r:p3udt14791-p3udt22597)p3u_193030,p3udt14791.1.2.3,p3udt14791-p3udt22597x.1.2.3,
1.0464279133718697,Line.padswitch(r:p3udt14791-p3udt22597)p3u_193031,p3udt14791-p3udt22597xx.1.2.3,p3udt22597.1.2.3,
1.046556199416791,Line.padswitch(r:p3udt26824-p3udt9610)p3u_190353,p3udt9610.1.2.3,p3udt26824-p3udt9610xx.1.2.3,
1.0465562023977184,Line.l(r:p3udt26824-p3udt9610),p3udt26824-p3udt9610xx.1.2.3,p3udt26824-p3udt9610x.1.2.3,
1.046572000604867,Line.padswitch(r:p3udt26824-p3udt9610)p3u_190354,p3udt26824-p3udt9610x.1.2.3,p3udt26824.1.2.3,
1.0470129073870456,Line.padswitch(r:p5udt18223-p5udt22513)p5u_135788,p5udt18223-p5udt22513xx.1.2.3,p5udt22513.1.2.3,
1.0470816184823173,Line.padswitch(r:p2udt4108-p2udt4613)p2u_37687,p2udt4108.1.2.3,p2udt4108-p2udt4613x.1.2.3,
1.0471017211571272,Line.l(r:p1udt13240-p1uhs5_1247),p1udt13240-p1uhs5_1247x.1.2.3,p1udt13240.1.2.3,
1.0471084129249597,Line.l(r:p1udt13240-p1udt22489),p1udt13240.1.2.3,p1udt22489.1.2.3,
1.0471089923456685,Line.l(r:p1udt18086-p1udt22489),p1udt22489.1.2.3,p1udt18086.1.2.3,
1.0471325685351132,Line.padswitch(r:p2udt4108-p2udt4613)p2u_37688,p2udt4108-p2udt4613xx.1.2.3,p2udt4613.1.2.3,
1.0478628764419164,Line.padswitch(r:p3udt16862-p3udt5639)p3u_170024,p3udt5639.1.2.3,p3udt16862-p3udt5639xx.1.2.3,
1.0478628782691244,Line.l(r:p3udt16862-p3udt5639),p3udt16862-p3udt5639xx.1.2.3,p3udt16862-p3udt5639x.1.2.3,
1.0482851330332752,Line.sb2_p1uhs8_1247_362,sb2_p1uhs8_1247_bus_2_2.1.2.3,sb2_p1uhs8_1247_node_2_11.1.2.3,
1.0483308319982694,Line.padswitch(r:p5udt27131-p5udt31571)p5u_131432,p5udt31571.1.2.3,p5udt27131-p5udt31571xx.1.2.3,
1.0484433215626852,Line.l(r:p1udt10069-p1udt11824),p1udt11824.1.2.3,p1udt10069.1.2.3,
1.0487082217251558,Line.padswitch(r:p1udt3988-p1udt5512)p1u_256046,p1udt5512.1.2.3,p1udt3988-p1udt5512xx.1.2.3,
1.048708224338491,Line.l(r:p1udt3988-p1udt5512),p1udt3988-p1udt5512xx.1.2.3,p1udt3988-p1udt5512x.1.2.3,
1.0487223155564789,Line.padswitch(r:p1udt3988-p1udt5512)p1u_256047,p1udt3988-p1udt5512x.1.2.3,p1udt3988.1.2.3,
1.0487223181707694,Line.padswitch(r:p1udt18644-p1udt3988)p1u_256044,p1udt3988.1.2.3,p1udt18644-p1udt3988xx.1.2.3,
1.0487223207796308,Line.l(r:p1udt18644-p1udt3988),p1udt18644-p1udt3988xx.1.2.3,p1udt18644-p1udt3988x.1.2.3,
1.0487386993075893,Line.padswitch(r:p1udt18644-p1udt3988)p1u_256045,p1udt18644-p1udt3988x.1.2.3,p1udt18644.1.2.3,
1.0491094363105278,Line.padswitch(r:p3udt26848-p3udt7395)p3u_182362,p3udt7395.1.2.3,p3udt26848-p3udt7395xx.1.2.3,
1.0491094385095254,Line.l(r:p3udt26848-p3udt7395),p3udt26848-p3udt7395xx.1.2.3,p3udt26848-p3udt7395x.1.2.3,
1.0491194009332807,Line.padswitch(r:p3udt26848-p3udt7395)p3u_182363,p3udt26848-p3udt7395x.1.2.3,p3udt26848.1.2.3,
1.0491194031285997,Line.padswitch(r:p3udt25279-p3udt26848)p3u_182360,p3udt26848.1.2.3,p3udt25279-p3udt26848xx.1.2.3,
1.049119405328694,Line.l(r:p3udt25279-p3udt26848),p3udt25279-p3udt26848xx.1.2.3,p3udt25279-p3udt26848x.1.2.3,
1.04912982965393,Line.padswitch(r:p3udt25279-p3udt26848)p3u_182361,p3udt25279-p3udt26848x.1.2.3,p3udt25279.1.2.3,
1.0498996973586843,Line.sb9_p3uhs15_1247_294,sb9_p3uhs15_1247_bus_9_8.1.2.3,p3udt27016-p3uhs15_1247x.1.2.3,
1.0506942191308124,Line.l(r:p5udt2507-p5udt5697),p5udt2507.1.2.3,p5udt5697.1.2.3,
1.0507636331147254,Line.l(r:p5udm70774-p5udt28053lv),p5udt28053lv.1.2,p5udm70774.1.2,
1.0517709266746937,Line.padswitch(r:p5udt2786-p5udt5912)p5u_124126,p5udt2786.1.2.3,p5udt2786-p5udt5912x.1.2.3,
