Loading (p.u.),Name,Bus1,Bus2,
1.0178238298046758,Line.padswitch(r:p3udt939-p3udt9444)p3u_167192,p3udt939.1.2.3,p3udt939-p3udt9444x.1.2.3,
1.0178238322518942,Line.l(r:p3udt939-p3udt9444),p3udt939-p3udt9444x.1.2.3,p3udt939-p3udt9444xx.1.2.3,
1.0178461643496104,Line.padswitch(r:p3udt939-p3udt9444)p3u_167193,p3udt939-p3udt9444xx.1.2.3,p3udt9444.1.2.3,
1.0178461667944094,Line.padswitch(r:p3udt28694-p3udt9444)p3u_167190p3ud3,p3udt9444.1.2.3,p3udt28694-p3udt9444xx.1.2.3,
1.0178461692361478,Line.l(r:p3udt28694-p3udt9444)p3ud3,p3udt28694-p3udt9444xx.1.2.3,p3udt28694-p3udt9444x.1.2.3,
1.0178640372844614,Line.l(r:p3udt28694-p3udt8865)p3ud3,p3udt28694-p3udt8865x.1.2.3,p3udt28694-p3udt8865xx.1.2.3,
1.0179910969825907,Line.padswitch(r:p3udt19552-p3udt30609)p3u_183343,p3udt19552.1.2.3,p3udt19552-p3udt30609x.1.2.3,
1.0179910999267452,Line.l(r:p3udt19552-p3udt30609),p3udt19552-p3udt30609x.1.2.3,p3udt19552-p3udt30609xx.1.2.3,
1.0180229773352174,Line.padswitch(r:p3udt19552-p3udt30609)p3u_183344,p3udt19552-p3udt30609xx.1.2.3,p3udt30609.1.2.3,
1.0180229802681606,Line.padswitch(r:p3udt29686-p3udt30609)p3u_183341,p3udt30609.1.2.3,p3udt29686-p3udt30609xx.1.2.3,
1.0180229831985208,Line.l(r:p3udt29686-p3udt30609),p3udt29686-p3udt30609xx.1.2.3,p3udt29686-p3udt30609x.1.2.3,
1.0180310597524034,Line.padswitch(r:p3udt29686-p3udt30609)p3u_183342,p3udt29686-p3udt30609x.1.2.3,p3udt29686.1.2.3,
1.0180310656147582,Line.l(r:p3udt23869-p3udt29686),p3udt23869-p3udt29686xx.1.2.3,p3udt23869-p3udt29686x.1.2.3,
1.018048994480987,Line.l(r:p3udt22605-p3udt23869),p3udt22605-p3udt23869xx.1.2.3,p3udt22605-p3udt23869x.1.2.3,
1.0182090684168679,Line.padswitch(r:p3udt13527-p3udt7377)p3u_193725,p3udt13527-p3udt7377xx.1.2.3,p3udt7377.1.2.3,
1.0182090721903378,Line.padswitch(r:p3udt11210-p3udt7377)p3u_193722,p3udt7377.1.2.3,p3udt11210-p3udt7377xx.1.2.3,
1.0183062889732801,Line.sb8_p3uhs16_1247_96,sb8_p3uhs16_1247_bus_8_3.1.2.3,p3udt3100-p3uhs16_1247x.1.2.3,
1.0183231842744336,Line.padswitch(r:p5udt2756-p5udt5104)p5u_120349,p5udt5104.1.2.3,p5udt2756-p5udt5104xx.1.2.3,
1.0188268538913092,Line.padswitch(r:p1udt11868-p1udt6064)p1u_251090,p1udt11868-p1udt6064xx.1.2.3,p1udt6064.1.2.3,
1.0189211171394181,Line.sb8_p3uhs11_1247_95,sb8_p3uhs11_1247_bus_8_2.1.2.3,p3udt20683-p3uhs11_1247x.1.2.3,
1.0191334042838809,Line.l(r:p3udt16862-p3udt17624),p3udt16862-p3udt17624x.1.2.3,p3udt16862-p3udt17624xx.1.2.3,
1.019149500849138,Line.padswitch(r:p3udt16862-p3udt17624)p3u_170023,p3udt16862-p3udt17624xx.1.2.3,p3udt17624.1.2.3,
1.0191495045473975,Line.l(r:p3udt17624-p3udt6938),p3udt17624-p3udt6938x.1.2.3,p3udt17624-p3udt6938xx.1.2.3,
1.0191706576560526,Line.padswitch(r:p3udt17624-p3udt6938)p3u_170021,p3udt17624-p3udt6938xx.1.2.3,p3udt6938.1.2.3,
1.0191706594954606,Line.padswitch(r:p3udt5637-p3udt6938)p3u_170018,p3udt6938.1.2.3,p3udt5637-p3udt6938xx.1.2.3,
1.0191706613395204,Line.l(r:p3udt5637-p3udt6938),p3udt5637-p3udt6938xx.1.2.3,p3udt5637-p3udt6938x.1.2.3,
1.0192007344778884,Line.padswitch(r:p3udt5637-p3udt6938)p3u_170019,p3udt5637-p3udt6938x.1.2.3,p3udt5637.1.2.3,
1.0192007363105275,Line.padswitch(r:p3udt20836-p3udt5637)p3u_170006,p3udt5637.1.2.3,p3udt20836-p3udt5637xx.1.2.3,
1.019200738147486,Line.l(r:p3udt20836-p3udt5637),p3udt20836-p3udt5637xx.1.2.3,p3udt20836-p3udt5637x.1.2.3,
1.0192377950040357,Line.padswitch(r:p5udt15355-p5udt21660)p5u_146166,p5udt15355.1.2.3,p5udt15355-p5udt21660x.1.2.3,
1.0192385493702807,Line.padswitch(r:p3udt20836-p3udt5637)p3u_170007,p3udt20836-p3udt5637x.1.2.3,p3udt20836.1.2.3,
1.0192512006391148,Line.padswitch(r:p5udt19685-p5udt32246)p5u_145423,p5udt19685-p5udt32246x.1.2.3,p5udt19685.1.2.3,
1.0194660567221123,Line.padswitch(r:p5udt15660-p5udt17758)p5u_137450,p5udt15660.1.2.3,p5udt15660-p5udt17758x.1.2.3,
1.01994053627693,Line.padswitch(r:p3udt24081-p3udt6716)p3u_190349,p3udt24081.1.2.3,p3udt24081-p3udt6716x.1.2.3,
1.0201235752728026,Line.padswitch(r:p5udt13375-p5udt8593)p5u_147152,p5udt13375.1.2.3,p5udt13375-p5udt8593x.1.2.3,
1.0201560841728277,Line.breaker(r:p1uts0_69-st_mat)p1u_265656,p1uts0_69-st_matx.1.2.3,p1uts0_69.1.2.3,
1.0203403373624587,Line.padswitch(r:p1udt11005-p1udt11006)p1u_254022,p1udt11006.1.2.3,p1udt11005-p1udt11006xx.1.2.3,
1.0203403397118973,Line.l(r:p1udt11005-p1udt11006),p1udt11005-p1udt11006xx.1.2.3,p1udt11005-p1udt11006x.1.2.3,
1.0217671265385666,Line.padswitch(r:p5udt8239-p5udt8761)p5u_135001,p5udt8239-p5udt8761xx.1.2.3,p5udt8761.1.2.3,
1.0217724172661469,Line.padswitch(r:p3udt15957-p3udt27744)p3u_196998,p3udt15957.1.2.3,p3udt15957-p3udt27744x.1.2.3,
1.0217724190841444,Line.l(r:p3udt15957-p3udt27744),p3udt15957-p3udt27744x.1.2.3,p3udt15957-p3udt27744xx.1.2.3,
1.0218087128133173,Line.padswitch(r:p3udt15957-p3udt27744)p3u_196999,p3udt15957-p3udt27744xx.1.2.3,p3udt27744.1.2.3,
1.0218087146278938,Line.padswitch(r:p3udt23584-p3udt27744)p3u_196996,p3udt27744.1.2.3,p3udt23584-p3udt27744xx.1.2.3,
1.021808716437584,Line.l(r:p3udt23584-p3udt27744),p3udt23584-p3udt27744xx.1.2.3,p3udt23584-p3udt27744x.1.2.3,
1.0218313028974408,Line.l(r:p3udm9068-p3udt2615lv),p3udt2615lv.1.2,p3udm9068.1.2,
1.0223029375633994,Line.l(r:p3udt7392-p3uhs10_1247),p3udt7392-p3uhs10_1247x.1.2.3,p3udt7392.1.2.3,
1.022321420928631,Line.padswitch(r:p3udt17902-p3udt7392)p3u_181458,p3udt7392.1.2.3,p3udt17902-p3udt7392xx.1.2.3,
1.0223214227705142,Line.l(r:p3udt17902-p3udt7392),p3udt17902-p3udt7392xx.1.2.3,p3udt17902-p3udt7392x.1.2.3,
1.0223437467274654,Line.padswitch(r:p3udt17902-p3udt7392)p3u_181459,p3udt17902-p3udt7392x.1.2.3,p3udt17902.1.2.3,
1.0223437485615408,Line.padswitch(r:p3udt17902-p3udt29532)p3u_181456,p3udt17902.1.2.3,p3udt17902-p3udt29532x.1.2.3,
1.0223437504009922,Line.l(r:p3udt17902-p3udt29532),p3udt17902-p3udt29532x.1.2.3,p3udt17902-p3udt29532xx.1.2.3,
1.0223548846088957,Line.padswitch(r:p3udt17902-p3udt29532)p3u_181457,p3udt17902-p3udt29532xx.1.2.3,p3udt29532.1.2.3,
1.0223548864379541,Line.padswitch(r:p3udt20775-p3udt29532)p3u_181452,p3udt29532.1.2.3,p3udt20775-p3udt29532xx.1.2.3,
1.0223548882719313,Line.l(r:p3udt20775-p3udt29532),p3udt20775-p3udt29532xx.1.2.3,p3udt20775-p3udt29532x.1.2.3,
1.0223733989339914,Line.padswitch(r:p3udt20775-p3udt29532)p3u_181453,p3udt20775-p3udt29532x.1.2.3,p3udt20775.1.2.3,
1.0223734007577974,Line.padswitch(r:p3udt19553-p3udt20775)p3u_181450,p3udt20775.1.2.3,p3udt19553-p3udt20775xx.1.2.3,
1.0223734025843445,Line.l(r:p3udt19553-p3udt20775),p3udt19553-p3udt20775xx.1.2.3,p3udt19553-p3udt20775x.1.2.3,
1.0224014531894088,Line.padswitch(r:p3udt23128-p3udt9594)p3u_191008,p3udt9594.1.2.3,p3udt23128-p3udt9594xx.1.2.3,
1.0224014549800635,Line.l(r:p3udt23128-p3udt9594),p3udt23128-p3udt9594xx.1.2.3,p3udt23128-p3udt9594x.1.2.3,
1.0224287580317262,Line.padswitch(r:p3udt23128-p3udt9594)p3u_191009,p3udt23128-p3udt9594x.1.2.3,p3udt23128.1.2.3,
1.0224287615965506,Line.l(r:p3udt10110-p3udt23128),p3udt10110-p3udt23128xx.1.2.3,p3udt10110-p3udt23128x.1.2.3,
1.0225481757882453,Line.l(r:p1udt6863-p1uhs22_1247),p1udt6863-p1uhs22_1247x.1.2.3,p1udt6863-p1uhs22_1247x_b1_1.1.2.3,
1.0225700575372438,Line.padswitch(r:p1udt10151-p1udt23202)p1u_258431,p1udt10151.1.2.3,p1udt10151-p1udt23202x.1.2.3,
1.022570059230293,Line.l(r:p1udt10151-p1udt23202),p1udt10151-p1udt23202x.1.2.3,p1udt10151-p1udt23202xx.1.2.3,
1.0226201261291952,Line.l(r:p1udt6863-p1uhs22_1247)_disconnect,p1udt6863-p1uhs22_1247x_b1_1.1.2.3,p1udt6863-p1uhs22_1247x_b2_1.1.2.3,
1.0226201285180634,Line.l(r:p1udt6863-p1uhs22_1247)_cont,p1udt6863-p1uhs22_1247x_b2_1.1.2.3,p1udt6863.1.2.3,
1.0229430227657892,Line.padswitch(r:p3udt24081-p3udt26824)p3u_190352,p3udt24081-p3udt26824x.1.2.3,p3udt24081.1.2.3,
1.023154189008711,Line.padswitch(r:p1udt12592-p1udt8687)p1u_237451,p1udt12592.1.2.3,p1udt12592-p1udt8687x.1.2.3,
1.0235443999801692,Line.l(r:p3udt24609lv-p3ulv45373),p3udt24609lv.1.2,p3ulv45373.1.2,
1.0235614200130236,Line.padswitch(r:p1udt13707-p1udt6839)p1u_243517,p1udt6839.1.2.3,p1udt13707-p1udt6839xx.1.2.3,
1.024750694228833,Line.padswitch(r:p3udt26275-p3udt28592)p3u_183320,p3udt26275-p3udt28592x.1.2.3,p3udt26275.1.2.3,
1.02481175048963,Line.padswitch(r:p3udt17548-p3udt30904)p3u_182352,p3udt17548.1.2.3,p3udt17548-p3udt30904x.1.2.3,
1.0248117526335976,Line.l(r:p3udt17548-p3udt30904),p3udt17548-p3udt30904x.1.2.3,p3udt17548-p3udt30904xx.1.2.3,
1.0248214284937425,Line.padswitch(r:p3udt17548-p3udt30904)p3u_182353,p3udt17548-p3udt30904xx.1.2.3,p3udt30904.1.2.3,
1.0248214327805774,Line.l(r:p3udt25278-p3udt30904),p3udt25278-p3udt30904xx.1.2.3,p3udt25278-p3udt30904x.1.2.3,
1.0248246536636008,Line.padswitch(r:p3udt25278-p3udt30904)p3u_182351,p3udt25278-p3udt30904x.1.2.3,p3udt25278.1.2.3,
1.0248246579428106,Line.l(r:p3udt20473-p3udt25278),p3udt20473-p3udt25278xx.1.2.3,p3udt20473-p3udt25278x.1.2.3,
1.0248310934148188,Line.padswitch(r:p3udt20473-p3udt25278)p3u_182349,p3udt20473-p3udt25278x.1.2.3,p3udt20473.1.2.3,
1.0248310955515387,Line.padswitch(r:p3udt20473-p3udt30307)p3u_182346,p3udt20473.1.2.3,p3udt20473-p3udt30307x.1.2.3,
1.024831097690183,Line.l(r:p3udt20473-p3udt30307),p3udt20473-p3udt30307x.1.2.3,p3udt20473-p3udt30307xx.1.2.3,
1.0248375258106266,Line.padswitch(r:p3udt20473-p3udt30307)p3u_182347,p3udt20473-p3udt30307xx.1.2.3,p3udt30307.1.2.3,
1.024837527947631,Line.padswitch(r:p3udt27401-p3udt30307)p3u_182344,p3udt30307.1.2.3,p3udt27401-p3udt30307xx.1.2.3,
1.024837530083109,Line.l(r:p3udt27401-p3udt30307),p3udt27401-p3udt30307xx.1.2.3,p3udt27401-p3udt30307x.1.2.3,
1.0248471593953752,Line.padswitch(r:p3udt27401-p3udt30307)p3u_182345,p3udt27401-p3udt30307x.1.2.3,p3udt27401.1.2.3,
1.0248471615302568,Line.padswitch(r:p3udt11707-p3udt27401)p3u_182336,p3udt27401.1.2.3,p3udt11707-p3udt27401xx.1.2.3,
1.024847163662508,Line.l(r:p3udt11707-p3udt27401),p3udt11707-p3udt27401xx.1.2.3,p3udt11707-p3udt27401x.1.2.3,
1.0248885806373431,Line.padswitch(r:p3udt11707-p3udt27401)p3u_182337,p3udt11707-p3udt27401x.1.2.3,p3udt11707.1.2.3,
1.0248970321685786,Line.padswitch(r:p3udt2642-p3udt4072)p3u_189776,p3udt4072.1.2.3,p3udt2642-p3udt4072xx.1.2.3,
1.0251238322868006,Line.padswitch(r:p1udt17702-p1udt3055)p1u_247818,p1udt3055.1.2.3,p1udt17702-p1udt3055xx.1.2.3,
1.0251481050346976,Line.padswitch(r:p1udt17702-p1udt3055)p1u_247819,p1udt17702-p1udt3055x.1.2.3,p1udt17702.1.2.3,
1.0251481088123702,Line.padswitch(r:p1udt17702-p1udt25051)p1u_247816,p1udt17702.1.2.3,p1udt17702-p1udt25051x.1.2.3,
1.0254251705332944,Line.padswitch(r:p3udt22008-p3udt23818)p3u_195429,p3udt22008-p3udt23818xx.1.2.3,p3udt23818.1.2.3,
1.0254251731426633,Line.l(r:p3udt20123-p3udt23818),p3udt23818.1.2.3,p3udt20123.1.2.3,
1.0254750821488559,Line.padswitch(r:p1udt13077-p1udt9987)p1u_242213,p1udt13077.1.2.3,p1udt13077-p1udt9987x.1.2.3,
1.0255068195463084,Line.padswitch(r:p1udt17807-p1udt9987)p1u_242211,p1udt9987.1.2.3,p1udt17807-p1udt9987xx.1.2.3,
1.0260710923398564,Line.l(r:p3udt14198-p3udt28845),p3udt14198-p3udt28845xx.1.2.3,p3udt14198-p3udt28845x.1.2.3,
1.0260902723350718,Line.padswitch(r:p3udt14198-p3udt28845)p3u_167446,p3udt14198-p3udt28845x.1.2.3,p3udt14198.1.2.3,
1.0260902754284138,Line.padswitch(r:p3udt14198-p3udt3831)p3u_167443,p3udt14198.1.2.3,p3udt14198-p3udt3831x.1.2.3,
1.02609027852289,Line.l(r:p3udt14198-p3udt3831),p3udt14198-p3udt3831x.1.2.3,p3udt14198-p3udt3831xx.1.2.3,
1.0261094344543635,Line.l(r:p3udt2408-p3udt3831),p3udt2408-p3udt3831xx.1.2.3,p3udt2408-p3udt3831x.1.2.3,
1.0263054307246493,Line.l(r:p5udt5266lv-p5ulv8722),p5udt5266lv.1.2.3,p5ulv8722.1.2.3,
1.0268284710608602,Line.padswitch(r:p1udt15614-p1udt9731)p1u_256028,p1udt15614.1.2.3,p1udt15614-p1udt9731x.1.2.3,
1.026828473613057,Line.l(r:p1udt15614-p1udt9731),p1udt15614-p1udt9731x.1.2.3,p1udt15614-p1udt9731xx.1.2.3,
1.0268364273874204,Line.padswitch(r:p1udt15614-p1udt9731)p1u_256029,p1udt15614-p1udt9731xx.1.2.3,p1udt9731.1.2.3,
1.026836429935138,Line.padswitch(r:p1udt554-p1udt9731)p1u_256026,p1udt9731.1.2.3,p1udt554-p1udt9731xx.1.2.3,
1.0268364324822008,Line.l(r:p1udt554-p1udt9731),p1udt554-p1udt9731xx.1.2.3,p1udt554-p1udt9731x.1.2.3,
1.026850607862335,Line.padswitch(r:p1udt554-p1udt9731)p1u_256027,p1udt554-p1udt9731x.1.2.3,p1udt554.1.2.3,
1.0268506129579902,Line.l(r:p1udt10091-p1udt554),p1udt10091-p1udt554xx.1.2.3,p1udt10091-p1udt554x.1.2.3,
1.0268655478954847,Line.padswitch(r:p1udt10091-p1udt554)p1u_256025,p1udt10091-p1udt554x.1.2.3,p1udt10091.1.2.3,
1.0268655504377786,Line.padswitch(r:p1udt10091-p1udt15122)p1u_256022,p1udt10091.1.2.3,p1udt10091-p1udt15122x.1.2.3,
1.0268655529780277,Line.l(r:p1udt10091-p1udt15122),p1udt10091-p1udt15122x.1.2.3,p1udt10091-p1udt15122xx.1.2.3,
1.026880763395238,Line.padswitch(r:p1udt10091-p1udt15122)p1u_256023,p1udt10091-p1udt15122xx.1.2.3,p1udt15122.1.2.3,
1.0268807659317674,Line.padswitch(r:p1udt15122-p1udt2334)p1u_256020,p1udt15122.1.2.3,p1udt15122-p1udt2334x.1.2.3,
1.0268807684747896,Line.l(r:p1udt15122-p1udt2334),p1udt15122-p1udt2334x.1.2.3,p1udt15122-p1udt2334xx.1.2.3,
1.02688938788447,Line.padswitch(r:p1udt15122-p1udt2334)p1u_256021,p1udt15122-p1udt2334xx.1.2.3,p1udt2334.1.2.3,
1.026889390423376,Line.padswitch(r:p1udt2334-p1udt3489)p1u_256018,p1udt2334.1.2.3,p1udt2334-p1udt3489x.1.2.3,
1.0268893929554657,Line.l(r:p1udt2334-p1udt3489),p1udt2334-p1udt3489x.1.2.3,p1udt2334-p1udt3489xx.1.2.3,
1.0269081515834935,Line.padswitch(r:p1udt2334-p1udt3489)p1u_256019,p1udt2334-p1udt3489xx.1.2.3,p1udt3489.1.2.3,
1.026935207103201,Line.padswitch(r:p1udt16009-p1udt6304)p1u_233627,p1udt16009.1.2.3,p1udt16009-p1udt6304x.1.2.3,
1.026935209960479,Line.l(r:p1udt16009-p1udt6304),p1udt16009-p1udt6304x.1.2.3,p1udt16009-p1udt6304xx.1.2.3,
1.0269531893243515,Line.padswitch(r:p1udt16009-p1udt6304)p1u_233628,p1udt16009-p1udt6304xx.1.2.3,p1udt6304.1.2.3,
1.027919281795995,Line.padswitch(r:p5udt16783-p5udt9964)p5u_144704,p5udt9964.1.2.3,p5udt16783-p5udt9964xx.1.2.3,
1.0279192832380197,Line.l(r:p5udt16783-p5udt9964),p5udt16783-p5udt9964xx.1.2.3,p5udt16783-p5udt9964x.1.2.3,
1.0283959343584936,Line.l(r:p4udm36418-p4udt17477lv),p4udt17477lv.1.2,p4udm36418.1.2,
1.0287671980321962,Line.padswitch(r:p3udt1990-p3udt22329)p3u_183385,p3udt22329.1.2.3,p3udt1990-p3udt22329xx.1.2.3,
1.0287672003826442,Line.l(r:p3udt1990-p3udt22329),p3udt1990-p3udt22329xx.1.2.3,p3udt1990-p3udt22329x.1.2.3,
1.0287839287481038,Line.padswitch(r:p3udt1990-p3udt22329)p3u_183386,p3udt1990-p3udt22329x.1.2.3,p3udt1990.1.2.3,
1.0287839310930071,Line.padswitch(r:p3udt1990-p3udt20187)p3u_183351,p3udt1990.1.2.3,p3udt1990-p3udt20187x.1.2.3,
1.0287839334396802,Line.l(r:p3udt1990-p3udt20187),p3udt1990-p3udt20187x.1.2.3,p3udt1990-p3udt20187xx.1.2.3,
1.0288001887641065,Line.padswitch(r:p3udt1990-p3udt20187)p3u_183352,p3udt1990-p3udt20187xx.1.2.3,p3udt20187.1.2.3,
1.0288001911007805,Line.padswitch(r:p3udt10689-p3udt20187)p3u_183349,p3udt20187.1.2.3,p3udt10689-p3udt20187xx.1.2.3,
1.0288001934412927,Line.l(r:p3udt10689-p3udt20187),p3udt10689-p3udt20187xx.1.2.3,p3udt10689-p3udt20187x.1.2.3,
1.0288120827791394,Line.padswitch(r:p3udt10689-p3udt20187)p3u_183350,p3udt10689-p3udt20187x.1.2.3,p3udt10689.1.2.3,
1.0288120851169018,Line.padswitch(r:p3udt10689-p3udt30610)p3u_183347,p3udt10689.1.2.3,p3udt10689-p3udt30610x.1.2.3,
1.0288120874518338,Line.l(r:p3udt10689-p3udt30610),p3udt10689-p3udt30610x.1.2.3,p3udt10689-p3udt30610xx.1.2.3,
1.0288160155051467,Line.padswitch(r:p3udt10689-p3udt30610)p3u_183348,p3udt10689-p3udt30610xx.1.2.3,p3udt30610.1.2.3,
1.0288160178438708,Line.padswitch(r:p3udt19552-p3udt30610)p3u_183345,p3udt30610.1.2.3,p3udt19552-p3udt30610xx.1.2.3,
1.0288160201796415,Line.l(r:p3udt19552-p3udt30610),p3udt19552-p3udt30610xx.1.2.3,p3udt19552-p3udt30610x.1.2.3,
1.029057944533718,Line.l(r:p1udt11369-p1udt2142),p1udt11369-p1udt2142xx.1.2.3,p1udt11369-p1udt2142x.1.2.3,
1.0290752741430533,Line.l(r:p3udt12836-p3udt19655),p3udt19655.1.2.3,p3udt12836.1.2.3,
1.0294705063959826,Line.sb9_p4uhs20_1247_296,sb9_p4uhs20_1247_bus_9_10.1.2.3,p4udt1954-p4uhs20_1247x.1.2.3,
1.0302514014770179,Line.padswitch(r:p3udt22485-p3udt940)p3u_167196,p3udt22485.1.2.3,p3udt22485-p3udt940x.1.2.3,
1.030251403941334,Line.l(r:p3udt22485-p3udt940),p3udt22485-p3udt940x.1.2.3,p3udt22485-p3udt940xx.1.2.3,
1.030267568357265,Line.padswitch(r:p3udt22485-p3udt940)p3u_167197,p3udt22485-p3udt940xx.1.2.3,p3udt940.1.2.3,
1.0302675708113063,Line.padswitch(r:p3udt939-p3udt940)p3u_167194,p3udt940.1.2.3,p3udt939-p3udt940xx.1.2.3,
1.0302675732689017,Line.l(r:p3udt939-p3udt940),p3udt939-p3udt940xx.1.2.3,p3udt939-p3udt940x.1.2.3,
1.0302898014224564,Line.padswitch(r:p3udt939-p3udt940)p3u_167195,p3udt939-p3udt940x.1.2.3,p3udt939.1.2.3,
1.0305830217488925,Line.l(r:p1udt2141-p1udt326),p1udt2141.1.2.3,p1udt326.1.2.3,
1.0308176473251487,Line.padswitch(r:p5udt2066-p5udt7652)p5u_122575,p5udt7652.1.2.3,p5udt2066-p5udt7652xx.1.2.3,
1.0308176490830931,Line.l(r:p5udt2066-p5udt7652),p5udt2066-p5udt7652xx.1.2.3,p5udt2066-p5udt7652x.1.2.3,
1.0308372810249486,Line.padswitch(r:p5udt2066-p5udt7652)p5u_122576,p5udt2066-p5udt7652x.1.2.3,p5udt2066.1.2.3,
1.0308760079163413,Line.padswitch(r:p5udt16663-p5udt26885)p5u_135010,p5udt16663.1.2.3,p5udt16663-p5udt26885x.1.2.3,
1.030974357452043,Line.padswitch(r:p4udt14732-p4udt17964)p4u_74283,p4udt14732.1.2.3,p4udt14732-p4udt17964x.1.2.3,
1.0309743598841061,Line.l(r:p4udt14732-p4udt17964),p4udt14732-p4udt17964x.1.2.3,p4udt14732-p4udt17964xx.1.2.3,
1.0309879032914446,Line.padswitch(r:p4udt14732-p4udt17964)p4u_74284,p4udt14732-p4udt17964xx.1.2.3,p4udt17964.1.2.3,
1.0309879057151554,Line.padswitch(r:p4udt12971-p4udt17964)p4u_74281,p4udt17964.1.2.3,p4udt12971-p4udt17964xx.1.2.3,
1.0309879081394182,Line.l(r:p4udt12971-p4udt17964),p4udt12971-p4udt17964xx.1.2.3,p4udt12971-p4udt17964x.1.2.3,
1.0310095292909534,Line.padswitch(r:p4udt12971-p4udt21174)p4u_74279,p4udt12971.1.2.3,p4udt12971-p4udt21174x.1.2.3,
1.0310095317133061,Line.l(r:p4udt12971-p4udt21174),p4udt12971-p4udt21174x.1.2.3,p4udt12971-p4udt21174xx.1.2.3,
1.0312493459088397,Line.padswitch(r:p3udt19881-p3udt25281)p3u_183391,p3udt19881.1.2.3,p3udt19881-p3udt25281x.1.2.3,
1.031249348271012,Line.l(r:p3udt19881-p3udt25281),p3udt19881-p3udt25281x.1.2.3,p3udt19881-p3udt25281xx.1.2.3,
1.031266171219617,Line.l(r:p3udt19233-p3udt25281),p3udt19233-p3udt25281xx.1.2.3,p3udt19233-p3udt25281x.1.2.3,
1.0312829552236846,Line.padswitch(r:p3udt19233-p3udt25281)p3u_183390,p3udt19233-p3udt25281x.1.2.3,p3udt19233.1.2.3,
1.031282957577068,Line.padswitch(r:p3udt19233-p3udt22329)p3u_183387,p3udt19233.1.2.3,p3udt19233-p3udt22329x.1.2.3,
1.0312829599323563,Line.l(r:p3udt19233-p3udt22329),p3udt19233-p3udt22329x.1.2.3,p3udt19233-p3udt22329xx.1.2.3,
1.0312913443444651,Line.padswitch(r:p3udt19233-p3udt22329)p3u_183388,p3udt19233-p3udt22329xx.1.2.3,p3udt22329.1.2.3,
1.0327793017836833,Line.padswitch(r:p3udt16319-p3udt4012)p3u_196495,p3udt16319-p3udt4012x.1.2.3,p3udt16319.1.2.3,
1.0336755593300002,Line.l(r:p3udt13229-p3udt3624),p3udt3624.1.2.3,p3udt13229.1.2.3,
1.0336758815836382,Line.l(r:p3udt13229-p3udt31074),p3udt13229.1.2.3,p3udt31074.1.2.3,
1.0336763759211482,Line.l(r:p3udt18323-p3udt31074),p3udt31074.1.2.3,p3udt18323.1.2.3,
1.0336765514154906,Line.l(r:p3udt18323-p3udt32021),p3udt18323.1.2.3,p3udt32021.1.2.3,
1.0336767362512158,Line.l(r:p3udt13227-p3udt32021),p3udt32021.1.2.3,p3udt13227.1.2.3,
1.033676970724373,Line.l(r:p3udt13227-p3udt25515),p3udt13227.1.2.3,p3udt25515.1.2.3,
1.0336774147274703,Line.l(r:p3udt14059-p3udt25515),p3udt25515.1.2.3,p3udt14059.1.2.3,
1.0338179611858132,Line.padswitch(r:p3udt24900-p3udt9322)p3u_206429,p3udt9322.1.2.3,p3udt24900-p3udt9322xx.1.2.3,
1.033817962870911,Line.l(r:p3udt24900-p3udt9322),p3udt24900-p3udt9322xx.1.2.3,p3udt24900-p3udt9322x.1.2.3,
1.0339789940117317,Line.padswitch(r:p1udt3374-p1udt7680)p1u_253199,p1udt3374-p1udt7680xx.1.2.3,p1udt7680.1.2.3,
1.034300098454039,Line.padswitch(r:p5udt16318-p5udt26482)p5u_139865,p5udt16318.1.2.3,p5udt16318-p5udt26482x.1.2.3,
1.034328662168582,Line.padswitch(r:p5udt16318-p5udt26482)p5u_139866,p5udt16318-p5udt26482xx.1.2.3,p5udt26482.1.2.3,
1.0343576929283027,Line.padswitch(r:p5udt26482-p5udt31922)p5u_139864,p5udt26482-p5udt31922xx.1.2.3,p5udt31922.1.2.3,
1.0344220828386848,Line.l(r:p1udt21449-p1uhs5_1247),p1udt21449-p1uhs5_1247x.1.2.3,p1udt21449.1.2.3,
1.0344236981381725,Line.l(r:p1udt21449-p1udt3076),p1udt21449.1.2.3,p1udt3076.1.2.3,
1.0349944189395033,Line.padswitch(r:p5udt2540-p5udt5529)p5u_116587,p5udt2540-p5udt5529xx.1.2.3,p5udt5529.1.2.3,
1.0356016368150853,Line.sb10_p3uhs5_1247_354,sb10_p3uhs5_1247_node_10_7.1.2.3,sb10_p3uhs5_1247_bus_10_1.1.2.3,
1.0356599876319157,Line.padswitch(r:p3udt20434-p3udt30151)p3u_190363,p3udt20434.1.2.3,p3udt20434-p3udt30151x.1.2.3,
1.0356945438541585,Line.l(r:p3udt17548-p3udt9123),p3udt17548-p3udt9123xx.1.2.3,p3udt17548-p3udt9123x.1.2.3,
1.0357178118805181,Line.padswitch(r:p3udt17548-p3udt9123)p3u_182355,p3udt17548-p3udt9123x.1.2.3,p3udt17548.1.2.3,
1.0359433423796538,Line.padswitch(r:p5udt14421-p5udt32741)p5u_138299,p5udt32741.1.2.3,p5udt14421-p5udt32741xx.1.2.3,
1.0364670437889498,Line.padswitch(r:p5udt19396-p5udt31455)p5u_148268,p5udt31455.1.2.3,p5udt19396-p5udt31455xx.1.2.3,
1.0366838350610443,Line.padswitch(r:p5udt11512-p5udt27722)p5u_148240,p5udt27722.1.2.3,p5udt11512-p5udt27722xx.1.2.3,
